183,C[N+]1(CCO)CCCC1.COP([O-])(=O)OC,183
184,C[N+]1(CCCC1)CCCC#N.N#C[N-]C#N,184
185,C[N+]1(CCCC1)CCCC#N.[S-]C#N,185
186,CCC[N+]1(C)CCCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,186
187,CCC[N+]1(C)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,187
188,CCCC[N+]1(C)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,188
189,CCCC[N+]1(C)CCCCC1.[S-]C#N,189
190,CCCCC[N+]1(C)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,190
191,CCCCCC[N+]1(C)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,191
192,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,192
193,COCC[N+]1(C)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,193
194,CC[N+]1(CCOCC1)C.N#C[N-]C#N,194
195,CCCC[N+]1(C)CCOCC1.N#C[C-](C#N)C#N,195
196,CCCCCCCCCC[N+]1(C)CCOCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,196
197,CCCCCCCCCC[N+]1(C)CCOCC1.N#C[B-](C#N)(C#N)C#N,197
198,COCC[N+]1(C)CCOCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,198
199,COCC[N+]1(C)CCOCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,199
200,C[N+]1(CCCO)CCOCC1.N#C[C-](C#N)C#N,200
201,C[N+]1(CCCO)CCOCC1.N#C[N-]C#N,201
202,C[N+]1(CCCO)CCOCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,202
203,C[N+]1(CCCC#N)CCOCC1.N#C[C-](C#N)C#N,203
204,CCN(CC)[C+]1C(=C1N(CC)CC)N(CC)CC.N#C[N-]C#N,204
205,CCN(CC)[C+]1C(=C1N(CC)CC)N(CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,205
206,CCCCCC[N+]12CCN(CC1)CC2.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,206
207,CN1CCCN2CCC[NH+]=C12.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,207
208,CCCCCC[N+]12CCC(CC1)CC2.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,208
209,CCCCCCCC[N+]12CCC(CC1)CC2.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,209
210,CCC[N+](C)(C)C(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,210
211,CCCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,211
212,CCCC[N+](C)(CCCC)CCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,212
213,CCCC[N+](C)(CCCC)CCCC.COS([O-])(=O)=O,213
214,CCCCCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,214
215,CCCCCC[N+](C)(C)C(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,215
216,CCCCCC[N+](CCCC)(CCCC)CCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,216
217,CCCCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,217
218,CCCCCCCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,218
219,CCCCCCCC[N+](CC)(CC)CC.[N-](S(=O)(=O)F)S(=O)(=O)F,219
220,CCCCCCCC[N+](CC)(CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,220
221,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,221
222,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[O-]C(=O)C1=CC=CC=C1S,222
223,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,223
224,CCCCCCCCCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,224
225,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.F[B-](F)(F)F,225
226,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[O-]Cl(=O)(=O)=O,226
227,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.N#C[N-]C#N,227
228,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,228
229,CC(C)[N+](C)(C)CC#N.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,229
230,CC[N+](C)(C)CCOC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,230
231,CC[N+](C)(CC)CCOC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,231
232,CCCCCCCCCCCCC[N+](C)(CCOCCO)CCOCCOCCO.COS([O-])(=O)=O,232
233,C[N+](C)(C)CCO.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,233
234,CC[N+](C)(C)CCO.CCOP([O-])(=O)OCC,234
235,CC(C)[N+](C)(C)CCO.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,235
236,CCC[N+](C)(C)CCN(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,236
