0,CCCCC,0
1,CCCCCC,1
2,CCCCCCC,2
3,CCCCCCCC,3
4,CCCCCCCCC,4
5,CCCCCCCCCC,5
6,CCCCCCCCCCC,6
7,CCCCCCCCCCCC,7
8,CCCCCCCCCCCCC,8
9,CCCCCCCCCCCCCC,9
10,CCC(C)(C)C,10
11,CCC(C)CC,11
12,CC(C)CC(C)(C)C,12
13,C1CCCC1,13
14,C1CCCCC1,14
15,C1CCCCCC1,15
16,C1CCCCCCC1,16
17,CC1CCCC1,17
18,CC1CCCCC1,18
19,CCC1CCCCC1,19
20,CCCC=C,20
21,CCCCC=C,21
22,CCCCCC=C,22
23,CCCCCCC=C,23
24,CCCCCCCC=C,24
25,CCCCCCCCC=C,25
26,CCCCCCCCCC=C,26
27,CCCCCCCCCCC=C,27
28,C1CC=CC1,28
29,C1CCC=CC1,29
30,C1CC=CC=C1,30
31,CC1=CCCCC1,31
32,CCCC#C,32
33,CCCCC#C,33
34,CCCCCC#C,34
35,CCCCCCC#C,35
36,CCCCCCCC#C,36
37,C1=CC=CC=C1,37
38,CC1=CC=CC=C1,38
39,CCC1=CC=CC=C1,39
40,CC1=CC=CC=C1C,40
41,CC1=CC(=CC=C1)C,41
42,CC1=CC=C(C=C1)C,42
43,CCCC1=CC=CC=C1,43
44,CC(C)C1=CC=CC=C1,44
45,CCCCC1=CC=CC=C1,45
46,CC(C)(C)C1=CC=CC=C1,46
47,CCCCCC1=CC=CC=C1,47
48,C=CC1=CC=CC=C1,48
49,CC(=C)C1=CC=CC=C1,49
50,CO,50
51,CCO,51
52,CCCO,52
53,CC(C)O,53
54,CCCCO,54
55,CCC(C)O,55
56,CC(C)(C)O,56
57,CCCCCO,57
58,CCCCCCO,58
59,CC(C)CO,59
60,CCC(C)(C)O,60
61,CC(C)CCO,61
62,C1CCC(CC1)O,62
63,C=O,63
64,CCC=O,64
65,CCCC=O,65
66,CCCCC=O,66
67,CCCCCC=O,67
68,CCCCCCC=O,68
69,CCCCCCCC=O,69
70,CC(=O)C,70
71,CCC(=O)C,71
72,CCCC(=O)C,72
73,CCC(=O)CC,73
74,CCCCC(=O)C,74
75,CCCC(=O)CC,75
76,C1CCC(=O)C1,76
77,C1CCC(=O)CC1,77
78,CCOCC,78
79,CCCOCCC,79
80,CC(C)OC(C)C,80
81,CCCCOCCCC,81
82,CCOC(C)(C)C,82
83,CC(C)(C)OC,83
84,CCC(C)(C)OC,84
85,COCCOC,85
86,C1CCOC1,86
87,C1COCCO1,87
88,CC(=O)OC,88
89,CCOC(=O)C,89
90,CCCCOC(=O)C,90
91,CC(=O)OC=C,91
92,CCC(=O)OC,92
93,CCCC(=O)OC,93
94,CCCCC(=O)OC,94
95,CCCCCC(=O)OC,95
96,CCCCCCC(=O)OC,96
97,C(Cl)Cl,97
98,C(Cl)(Cl)Cl,98
99,C(Cl)(Cl)(Cl)Cl,99
100,C(CCl)Cl,100
101,C1=CC=C(C=C1)CCl,101
102,OCC(F)(F)F,102
103,FC(F)(F)C(Cl)Br,103
104,O,104
105,CC(=O)O,105
106,CC#N,106
107,C[N+](=O)[O-],107
108,CCC[N+](=O)[O-],108
109,CCN(CC)CC,109
110,C1=CC=NC=C1,110
111,C1=CSC=C1,111
